Sentence,Tokens,Labels
"Kosciuszko, the highest peak in Australia, stands at 2,228 meters above sea level within the Australian Alps.","<s> K os cius z ko , Ġthe Ġhighest Ġpeak Ġin ĠAustralia , Ġstands Ġat Ġ2 , 228 Ġmeters Ġabove Ġsea Ġlevel Ġwithin Ġthe ĠAustralian ĠAlps . </s>",<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O </s>
"Climbers often attempt to scale Mount Everest and its neighboring peak, Lhotse.","<s> C lim bers Ġoften Ġattempt Ġto Ġscale ĠMount ĠEverest Ġand Ġits Ġneighboring Ġpeak , ĠL hot se . </s>",<s> O O O O O O O B-LOCATION I-LOCATION O O O O O B-LOCATION I-LOCATION I-LOCATION O </s>
"Logan is the name of one of Colorado's fourteeners, a 14,259-foot mountain in the Rocky Mountains.","<s> L ogan Ġis Ġthe Ġname Ġof Ġone Ġof ĠColorado 's Ġfourteen ers , Ġa Ġ14 , 259 - foot Ġmountain Ġin Ġthe ĠRocky ĠMountains . </s>",<s> B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O </s>
Machapuchare is the 10th highest peak in the Himalayas and one of the most iconic mountains in Nepal.,<s> Mach ap uch are Ġis Ġthe Ġ10 th Ġhighest Ġpeak Ġin Ġthe ĠHimal ay as Ġand Ġone Ġof Ġthe Ġmost Ġiconic Ġmountains Ġin ĠNepal . </s>,<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O </s>
"Makalu, located in the Mahalangur Himal sub-range of the Himalayan Mountains, is considered one of the highest peaks in the world and an important target for climbers attempting to climb all 14 eight-thousanders.","<s> M ak al u , Ġlocated Ġin Ġthe ĠMah al ang ur ĠHimal Ġsub - range Ġof Ġthe ĠHimal ayan ĠMountains , Ġis Ġconsidered Ġone Ġof Ġthe Ġhighest Ġpeaks Ġin Ġthe Ġworld Ġand Ġan Ġimportant Ġtarget Ġfor Ġclimbers Ġattempting Ġto Ġclimb Ġall Ġ14 Ġeight - th ousand ers . </s>",<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
Manaslu is the eighth highest mountain in the world and one of Nepal's most prominent peaks.,<s> Man as lu Ġis Ġthe Ġeighth Ġhighest Ġmountain Ġin Ġthe Ġworld Ġand Ġone Ġof ĠNepal 's Ġmost Ġprominent Ġpeaks . </s>,<s> B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O </s>
The Matterhorn in the Swiss Alps is one of the most iconic and formidable peaks in the world's largest mountain range.,<s> The ĠMatter horn Ġin Ġthe ĠSwiss ĠAlps Ġis Ġone Ġof Ġthe Ġmost Ġiconic Ġand Ġformidable Ġpeaks Ġin Ġthe Ġworld 's Ġlargest Ġmountain Ġrange . </s>,<s> O O O O O O O O O O O O O O O O O O O O O O O O </s>
"Denali, formerly known as Mount McKinley, is the highest peak in North America and a prominent landmark within Alaska's Denali National Park.","<s> Den ali , Ġformerly Ġknown Ġas ĠMount ĠMcKin ley , Ġis Ġthe Ġhighest Ġpeak Ġin ĠNorth ĠAmerica Ġand Ġa Ġprominent Ġlandmark Ġwithin ĠAlaska 's ĠDen ali ĠNational ĠPark . </s>",<s> B-LOCATION I-LOCATION O O O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O </s>
The snow-capped peak of the Mercedario Mountain in Argentina is visible from the village of Las Leñas.,<s> The Ġsnow - c apped Ġpeak Ġof Ġthe ĠMer ced ario ĠMountain Ġin ĠArgentina Ġis Ġvisible Ġfrom Ġthe Ġvillage Ġof ĠLas ĠLe Ã± as . </s>,<s> O O O O O O O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O </s>
Mont Blanc is the highest peak in the Alps and the highest freestanding mountain in Europe.,<s> Mont ĠBlanc Ġis Ġthe Ġhighest Ġpeak Ġin Ġthe ĠAlps Ġand Ġthe Ġhighest Ġfre est anding Ġmountain Ġin ĠEurope . </s>,<s> B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O </s>
Hikers often ascend to the summit of Monte Rosa in Switzerland for breathtaking views of the surrounding Alps.,<s> H ikers Ġoften Ġascend Ġto Ġthe Ġsummit Ġof ĠMonte ĠRosa Ġin ĠSwitzerland Ġfor Ġbreathtaking Ġviews Ġof Ġthe Ġsurrounding ĠAlps . </s>,<s> O O O O O O O O O O O O O O O O O O O O </s>
Nanga Parbat is known as one of the most difficult mountains to climb in the world due to its extreme elevation and unpredictable weather patterns.,<s> N anga ĠPar bat Ġis Ġknown Ġas Ġone Ġof Ġthe Ġmost Ġdifficult Ġmountains Ġto Ġclimb Ġin Ġthe Ġworld Ġdue Ġto Ġits Ġextreme Ġelevation Ġand Ġunpredictable Ġweather Ġpatterns . </s>,<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O </s>
Mount Olympus is the mythological home of the gods in Greek mythology.,<s> Mount ĠOlympus Ġis Ġthe Ġmyth ological Ġhome Ġof Ġthe Ġgods Ġin ĠGreek Ġmythology . </s>,<s> B-LOCATION I-LOCATION O O O O O O O O O O O O </s>
The peak of Pico de Orizaba in Mexico is the highest point in North America.,<s> The Ġpeak Ġof ĠP ico Ġde ĠOri z aba Ġin ĠMexico Ġis Ġthe Ġhighest Ġpoint Ġin ĠNorth ĠAmerica . </s>,<s> O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O </s>
Hikers and climbers often attempt to summit Pico de Orizaba on a sunny winter morning.,<s> H ikers Ġand Ġclimbers Ġoften Ġattempt Ġto Ġsummit ĠP ico Ġde ĠOri z aba Ġon Ġa Ġsunny Ġwinter Ġmorning . </s>,<s> O O O O O O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION I-LOCATION O O O O O O </s>
Pisang Peak is a prominent mountain located in the Langtang Valley of Nepal.,<s> P is ang ĠPeak Ġis Ġa Ġprominent Ġmountain Ġlocated Ġin Ġthe ĠLang t ang ĠValley Ġof ĠNepal . </s>,<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O </s>
The Pumori massif stands sentinel over the Khumbu Glacier on the south side of Mount Everest in the Himalayas.,<s> The ĠP um ori Ġmass if Ġstands Ġsent inel Ġover Ġthe ĠKh umb u ĠGlacier Ġon Ġthe Ġsouth Ġside Ġof ĠMount ĠEverest Ġin Ġthe ĠHimal ay as . </s>,<s> O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O B-LOCATION I-LOCATION O O O O O O </s>
"Mount Rainier, located in the state of Washington, is an active volcano and iconic landmark in the Pacific Northwest region of the United States.","<s> Mount ĠRain ier , Ġlocated Ġin Ġthe Ġstate Ġof ĠWashington , Ġis Ġan Ġactive Ġvolcano Ġand Ġiconic Ġlandmark Ġin Ġthe ĠPacific ĠNorthwest Ġregion Ġof Ġthe ĠUnited ĠStates . </s>",<s> O B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O </s>
Redoubt Volcano is an active stratovolcano located in the Kenai Mountains of southwestern Alaska and part of the Aleutian Arc.,<s> Red oubt ĠVolcano Ġis Ġan Ġactive Ġstrat ov ol cano Ġlocated Ġin Ġthe ĠKen ai ĠMountains Ġof Ġsouthwestern ĠAlaska Ġand Ġpart Ġof Ġthe ĠAle ut ian ĠArc . </s>,<s> B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
Mount Rushmore is located in the Black Hills region of South Dakota.,<s> Mount ĠRush more Ġis Ġlocated Ġin Ġthe ĠBlack ĠHills Ġregion Ġof ĠSouth ĠDakota . </s>,<s> O B-LOCATION I-LOCATION O O O O O O O O O O O </s>
"The summit of Silberhorn Tower, a striking rock formation in the Swiss Alps, offers breathtaking views from its narrow, snow-capped peak.","<s> The Ġsummit Ġof ĠSil ber horn ĠTower , Ġa Ġstriking Ġrock Ġformation Ġin Ġthe ĠSwiss ĠAlps , Ġoffers Ġbreathtaking Ġviews Ġfrom Ġits Ġnarrow , Ġsnow - c apped Ġpeak . </s>",<s> O O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O </s>
"The summit of Mount Shasta rises majestically above the California-Oregon border, its snow-capped peak reaching an elevation of 14,179 feet.","<s> The Ġsummit Ġof ĠMount ĠSh asta Ġrises Ġmaj est ically Ġabove Ġthe ĠCalifornia - Oregon Ġborder , Ġits Ġsnow - c apped Ġpeak Ġreaching Ġan Ġelevation Ġof Ġ14 , 179 Ġfeet . </s>",<s> O O O O B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
The mountain Shishapangma is located on the border between Tibet and Nepal.,<s> The Ġmountain ĠSh ish ap ang ma Ġis Ġlocated Ġon Ġthe Ġborder Ġbetween ĠTibet Ġand ĠNepal . </s>,<s> O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O </s>
"Tahoma Mountain is located near Seattle, Washington.","<s> T ah oma ĠMountain Ġis Ġlocated Ġnear ĠSeattle , ĠWashington . </s>",<s> B-LOCATION I-LOCATION I-LOCATION O O O O O O O O </s>
The Valvelspitze is a notable peak in the Zillertaler Alps of Austria and Italy.,<s> The ĠVal vel sp it ze Ġis Ġa Ġnotable Ġpeak Ġin Ġthe ĠZ ill ert aler ĠAlps Ġof ĠAustria Ġand ĠItaly . </s>,<s> O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O </s>
"Vesuvius is one of the most famous and iconic active volcanoes in the world, located near Naples, Italy.","<s> V es uv ius Ġis Ġone Ġof Ġthe Ġmost Ġfamous Ġand Ġiconic Ġactive Ġvolcan oes Ġin Ġthe Ġworld , Ġlocated Ġnear ĠNaples , ĠItaly . </s>",<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O </s>
The Vinson Massif in Antarctica is the highest peak on the continent.,<s> The ĠV inson ĠMass if Ġin ĠAntarctica Ġis Ġthe Ġhighest Ġpeak Ġon Ġthe Ġcontinent . </s>,<s> O B-LOCATION I-LOCATION O O O O O O O O O O O O </s>
Mount Whitney is the highest peak in the contiguous United States.,<s> Mount ĠWhitney Ġis Ġthe Ġhighest Ġpeak Ġin Ġthe Ġcontiguous ĠUnited ĠStates . </s>,<s> B-LOCATION I-LOCATION O O O O O O O O O O </s>
The mountain Wilhelm is located on the border between Argentina and Chile in the Andes mountain range.,<s> The Ġmountain ĠWilhelm Ġis Ġlocated Ġon Ġthe Ġborder Ġbetween ĠArgentina Ġand ĠChile Ġin Ġthe ĠAnd es Ġmountain Ġrange . </s>,<s> O O O O O O O O O O O O O O O O O O O </s>
Mount Fuji rises majestically above the Japanese landscape.,<s> Mount ĠFuji Ġrises Ġmaj est ically Ġabove Ġthe ĠJapanese Ġlandscape . </s>,<s> B-LOCATION I-LOCATION O O O O O O O O O </s>
"The mountain Hood is located in the state of Oregon and was named after John McLoughlin, a Scottish-born fur trader who worked for the Hudson's Bay Company.","<s> The Ġmountain ĠHood Ġis Ġlocated Ġin Ġthe Ġstate Ġof ĠOregon Ġand Ġwas Ġnamed Ġafter ĠJohn ĠMcL ough lin , Ġa ĠScottish - born Ġfur Ġtrader Ġwho Ġworked Ġfor Ġthe ĠHudson 's ĠBay ĠCompany . </s>",<s> O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
"Aconcagua, the highest peak in both the Andes and the Western Hemisphere, towers above the surrounding landscape at 22,841 feet.","<s> A con c ag ua , Ġthe Ġhighest Ġpeak Ġin Ġboth Ġthe ĠAnd es Ġand Ġthe ĠWestern ĠHemisphere , Ġtowers Ġabove Ġthe Ġsurrounding Ġlandscape Ġat Ġ22 , 8 41 Ġfeet . </s>",<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
"The summit of Mount Adams, the highest peak in Washington state, offers breathtaking views from its snow-capped peak and surrounding wildflowers.","<s> The Ġsummit Ġof ĠMount ĠAdams , Ġthe Ġhighest Ġpeak Ġin ĠWashington Ġstate , Ġoffers Ġbreathtaking Ġviews Ġfrom Ġits Ġsnow - c apped Ġpeak Ġand Ġsurrounding Ġwild fl owers . </s>",<s> O O O O B-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O </s>
"Ama Dablam, a majestic and iconic 6,500-meter mountain in the Mahalangur Himal range of Nepal and Tibet, towers above the surrounding landscape.","<s> A ma ĠD ab lam , Ġa Ġmajestic Ġand Ġiconic Ġ6 , 500 - meter Ġmountain Ġin Ġthe ĠMah al ang ur ĠHimal Ġrange Ġof ĠNepal Ġand ĠTibet , Ġtowers Ġabove Ġthe Ġsurrounding Ġlandscape . </s>",<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
"The Annapurna massif stands tall at 26,545 feet above sea level in the Himalayas of Nepal.","<s> The ĠAnn ap urn a Ġmass if Ġstands Ġtall Ġat Ġ26 , 545 Ġfeet Ġabove Ġsea Ġlevel Ġin Ġthe ĠHimal ay as Ġof ĠNepal . </s>",<s> O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O </s>
"The Pyrenees' highest peak, Aneto, reaches an elevation of 3,404 meters above sea level.","<s> The ĠPy rene es ' Ġhighest Ġpeak , ĠAn eto , Ġreaches Ġan Ġelevation Ġof Ġ3 , 404 Ġmeters Ġabove Ġsea Ġlevel . </s>",<s> O O O O O O O O B-LOCATION I-LOCATION O O O O O O O O O O O O O </s>
The Mountain Baker was known for his impressive feats of climbing and endurance on the rugged terrain of Mount Rainier.,<s> The ĠMountain ĠBaker Ġwas Ġknown Ġfor Ġhis Ġimpressive Ġfeats Ġof Ġclimbing Ġand Ġendurance Ġon Ġthe Ġrugged Ġterrain Ġof ĠMount ĠRain ier . </s>,<s> O O O O O O O O O O O O O O O O O O O B-LOCATION I-LOCATION O </s>
The town of Berehomet is located at the foot of the mountain Brebeneskul in eastern Ukraine.,<s> The Ġtown Ġof ĠBere h omet Ġis Ġlocated Ġat Ġthe Ġfoot Ġof Ġthe Ġmountain ĠBre ben es k ul Ġin Ġeastern ĠUkraine . </s>,<s> O O O O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O </s>
Broad Peak is the 12th highest mountain in the world and a prominent peak in the Karakoram range of Pakistan's Gilgit-Baltistan region.,<s> Broad ĠPeak Ġis Ġthe Ġ12 th Ġhighest Ġmountain Ġin Ġthe Ġworld Ġand Ġa Ġprominent Ġpeak Ġin Ġthe ĠKar ak or am Ġrange Ġof ĠPakistan 's ĠGil git - Balt istan Ġregion . </s>,<s> B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
"The Carstensz Pyramid, located on the island of New Guinea, is the highest peak in Oceania and part of the Sudirman Range.","<s> The ĠCar st ens z ĠPyramid , Ġlocated Ġon Ġthe Ġisland Ġof ĠNew ĠGuinea , Ġis Ġthe Ġhighest Ġpeak Ġin ĠO ce ania Ġand Ġpart Ġof Ġthe ĠSud ir man ĠRange . </s>",<s> O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
"Chimborazo, located in Ecuador, is the highest active volcano on Earth and the third-highest peak in the Andes mountain range.","<s> Ch im bor azo , Ġlocated Ġin ĠEcuador , Ġis Ġthe Ġhighest Ġactive Ġvolcano Ġon ĠEarth Ġand Ġthe Ġthird - highest Ġpeak Ġin Ġthe ĠAnd es Ġmountain Ġrange . </s>",<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O </s>
Cho Oyu is the sixth highest peak in the world and one of the most accessible eight-thousanders.,<s> Cho ĠO yu Ġis Ġthe Ġsixth Ġhighest Ġpeak Ġin Ġthe Ġworld Ġand Ġone Ġof Ġthe Ġmost Ġaccessible Ġeight - th ousand ers . </s>,<s> B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O </s>
"The 1960 Chulu West expedition was led by American climber Wanda Rutkiewicz, who became the first woman to reach the summit of the mountain in Nepal's Langtang Lirung range.","<s> The Ġ1960 ĠCh ulu ĠWest Ġexpedition Ġwas Ġled Ġby ĠAmerican Ġclim ber ĠW anda ĠRut k iewicz , Ġwho Ġbecame Ġthe Ġfirst Ġwoman Ġto Ġreach Ġthe Ġsummit Ġof Ġthe Ġmountain Ġin ĠNepal 's ĠLang t ang ĠL ir ung Ġrange . </s>",<s> O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
Citlaltepetl is an extinct stratovolcano located in the Trans-Mexican Volcanic Belt of central Mexico.,<s> C it l alt ep et l Ġis Ġan Ġextinct Ġstrat ov ol cano Ġlocated Ġin Ġthe ĠTrans - Mex ican ĠVol can ic ĠBelt Ġof Ġcentral ĠMexico . </s>,<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O </s>
"Denali, formerly known as Mount McKinley, is the highest peak in North America, standing at an elevation of 20,310 feet above sea level.","<s> Den ali , Ġformerly Ġknown Ġas ĠMount ĠMcKin ley , Ġis Ġthe Ġhighest Ġpeak Ġin ĠNorth ĠAmerica , Ġstanding Ġat Ġan Ġelevation Ġof Ġ20 , 310 Ġfeet Ġabove Ġsea Ġlevel . </s>",<s> B-LOCATION I-LOCATION O O O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O </s>
The Dhaulagiri II mountain is a part of the Himalayas and the second-highest peak in Nepal.,<s> The ĠD haul ag iri ĠII Ġmountain Ġis Ġa Ġpart Ġof Ġthe ĠHimal ay as Ġand Ġthe Ġsecond - highest Ġpeak Ġin ĠNepal . </s>,<s> O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O </s>
The hikers encountered a breathtaking view of Mount Disappointment at sunrise from the trailhead.,<s> The Ġhikers Ġencountered Ġa Ġbreathtaking Ġview Ġof ĠMount ĠDisapp ointment Ġat Ġsunrise Ġfrom Ġthe Ġtrail head . </s>,<s> O O O O O O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O </s>
"The highest peak in Europe, Mount Elbrus in Russia, rises above the Caucasus range to a summit of nearly 18,500 feet.","<s> The Ġhighest Ġpeak Ġin ĠEurope , ĠMount ĠEl br us Ġin ĠRussia , Ġrises Ġabove Ġthe ĠCaucasus Ġrange Ġto Ġa Ġsummit Ġof Ġnearly Ġ18 , 500 Ġfeet . </s>",<s> O O O O O O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O </s>
"Mount Erebus, a dormant volcano in Antarctica, has been continuously erupting since 1972.","<s> Mount ĠE re bus , Ġa Ġdormant Ġvolcano Ġin ĠAntarctica , Ġhas Ġbeen Ġcontinuously Ġerupt ing Ġsince Ġ1972 . </s>",<s> O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O </s>
"The volcano Mount Etna, located on the island of Sicily in Italy, is one of the most active volcanoes in the world.","<s> The Ġvolcano ĠMount ĠEt na , Ġlocated Ġon Ġthe Ġisland Ġof ĠSicily Ġin ĠItaly , Ġis Ġone Ġof Ġthe Ġmost Ġactive Ġvolcan oes Ġin Ġthe Ġworld . </s>",<s> O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O </s>
"Mount Everest is the highest peak on Earth at an altitude of 29,029 feet above sea level.","<s> Mount ĠEverest Ġis Ġthe Ġhighest Ġpeak Ġon ĠEarth Ġat Ġan Ġaltitude Ġof Ġ29 , 029 Ġfeet Ġabove Ġsea Ġlevel . </s>",<s> B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O </s>
The extreme altitude and unpredictable weather conditions on Mount Gasherbrum pose significant challenges to climbers attempting to reach its summit.,<s> The Ġextreme Ġaltitude Ġand Ġunpredictable Ġweather Ġconditions Ġon ĠMount ĠGas her br um Ġpose Ġsignificant Ġchallenges Ġto Ġclimbers Ġattempting Ġto Ġreach Ġits Ġsummit . </s>,<s> O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O </s>
Island Peak is one of the highest mountains in the Himalayas and located on the border between Nepal and Tibet.,<s> Is land ĠPeak Ġis Ġone Ġof Ġthe Ġhighest Ġmountains Ġin Ġthe ĠHimal ay as Ġand Ġlocated Ġon Ġthe Ġborder Ġbetween ĠNepal Ġand ĠTibet . </s>,<s> B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O </s>
"The Habicht is a popular hiking trail in the Swiss Alps that leads to the summit of Habichthorn, a challenging mountain peak.","<s> The ĠHab icht Ġis Ġa Ġpopular Ġhiking Ġtrail Ġin Ġthe ĠSwiss ĠAlps Ġthat Ġleads Ġto Ġthe Ġsummit Ġof ĠHab ich th orn , Ġa Ġchallenging Ġmountain Ġpeak . </s>",<s> O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
"The highest peak in the Continental Divide System is Mount Jefferson, located in the Oregon Coast Range.","<s> The Ġhighest Ġpeak Ġin Ġthe ĠContinental ĠDivide ĠSystem Ġis ĠMount ĠJefferson , Ġlocated Ġin Ġthe ĠOregon ĠCoast ĠRange . </s>",<s> O O O O O O O O O B-LOCATION I-LOCATION O O O O O O O O </s>
"Kangchenjunga, located on the border between India and Nepal, is considered one of the highest peaks in the world.","<s> K ang chen j ung a , Ġlocated Ġon Ġthe Ġborder Ġbetween ĠIndia Ġand ĠNepal , Ġis Ġconsidered Ġone Ġof Ġthe Ġhighest Ġpeaks Ġin Ġthe Ġworld . </s>",<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O </s>
The Kanjilal mountains in Nepal are part of the Himalayan range and also known as Kanjiloba or Kanjilobar.,<s> The ĠKan j il al Ġmountains Ġin ĠNepal Ġare Ġpart Ġof Ġthe ĠHimal ayan Ġrange Ġand Ġalso Ġknown Ġas ĠKan j il oba Ġor ĠKan j il obar . </s>,<s> O O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
"The volcanic landscape of Katmai National Park in Alaska is home to numerous active volcanoes, including Mount Redoubt and Mount Spurr.","<s> The Ġvolcanic Ġlandscape Ġof ĠKat m ai ĠNational ĠPark Ġin ĠAlaska Ġis Ġhome Ġto Ġnumerous Ġactive Ġvolcan oes , Ġincluding ĠMount ĠRed oubt Ġand ĠMount ĠSpur r . </s>",<s> O O O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O B-LOCATION I-LOCATION O O O O O </s>
The towering peak of Khumbutse rises dramatically above the icefall in Nepal's Himalayas.,<s> The Ġtowering Ġpeak Ġof ĠKh umb ut se Ġrises Ġdramatically Ġabove Ġthe Ġice fall Ġin ĠNepal 's ĠHimal ay as . </s>,<s> O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O </s>
Tourists often attempt to climb Mount Kilimanjaro before the age of 40 in an effort to reach the summit.,<s> Tour ists Ġoften Ġattempt Ġto Ġclimb ĠMount ĠKil iman jar o Ġbefore Ġthe Ġage Ġof Ġ40 Ġin Ġan Ġeffort Ġto Ġreach Ġthe Ġsummit . </s>,<s> O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O </s>
"The Kosciuszko National Park in New South Wales, Australia is home to Mount Kosciuszko, the highest peak on the continent.","<s> The ĠKos cius z ko ĠNational ĠPark Ġin ĠNew ĠSouth ĠWales , ĠAustralia Ġis Ġhome Ġto ĠMount ĠKos cius z ko , Ġthe Ġhighest Ġpeak Ġon Ġthe Ġcontinent . </s>",<s> O O O O O O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O </s>
"Lhotse, the fourth highest mountain in the world, towers above its neighbor Mount Everest in Nepal's Himalayan range.","<s> L hot se , Ġthe Ġfourth Ġhighest Ġmountain Ġin Ġthe Ġworld , Ġtowers Ġabove Ġits Ġneighbor ĠMount ĠEverest Ġin ĠNepal 's ĠHimal ayan Ġrange . </s>",<s> B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O B-LOCATION I-LOCATION O O O O O O O </s>
"The 2016 Summer Olympics took place in Rio de Janeiro, Brazil.","<s> The Ġ2016 ĠSummer ĠOlympics Ġtook Ġplace Ġin ĠRio Ġde ĠJaneiro , ĠBrazil . </s>",<s> O O O O O O O O O O O O O </s>
The mountain of Machapuchare is one of the Five Saints and forms part of the Annapurna Range in Nepal.,<s> The Ġmountain Ġof ĠMach ap uch are Ġis Ġone Ġof Ġthe ĠFive ĠSaints Ġand Ġforms Ġpart Ġof Ġthe ĠAnn ap urn a ĠRange Ġin ĠNepal . </s>,<s> O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O </s>
Makalu is the fifth-highest mountain in the world and part of the Mahalangur Himal sub-range of the Himalayas.,<s> M ak al u Ġis Ġthe Ġfifth - highest Ġmountain Ġin Ġthe Ġworld Ġand Ġpart Ġof Ġthe ĠMah al ang ur ĠHimal Ġsub - range Ġof Ġthe ĠHimal ay as . </s>,<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
"Manaslu is the eighth highest mountain in the world and the second-highest peak in the Himalayas, located on the border between Nepal and Tibet.","<s> Man as lu Ġis Ġthe Ġeighth Ġhighest Ġmountain Ġin Ġthe Ġworld Ġand Ġthe Ġsecond - highest Ġpeak Ġin Ġthe ĠHimal ay as , Ġlocated Ġon Ġthe Ġborder Ġbetween ĠNepal Ġand ĠTibet . </s>",<s> B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
The iconic Matterhorn loomed majestically above the Italian and Swiss borders in the picturesque Swiss Alps.,<s> The Ġiconic ĠMatter horn Ġlo omed Ġmaj est ically Ġabove Ġthe ĠItalian Ġand ĠSwiss Ġborders Ġin Ġthe Ġpictures que ĠSwiss ĠAlps . </s>,<s> O O O O O O O O O O O O O O O O O O O O O O </s>
"McKinley, the highest peak in North America, rises majestically above the Alaskan tundra.","<s> Mc Kin ley , Ġthe Ġhighest Ġpeak Ġin ĠNorth ĠAmerica , Ġrises Ġmaj est ically Ġabove Ġthe ĠAl ask an Ġt und ra . </s>",<s> B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O </s>
"The Mercedario mountain, part of the Andes range in Argentina, reaches an elevation of over 6,750 meters.","<s> The ĠMer ced ario Ġmountain , Ġpart Ġof Ġthe ĠAnd es Ġrange Ġin ĠArgentina , Ġreaches Ġan Ġelevation Ġof Ġover Ġ6 , 750 Ġmeters . </s>",<s> O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O </s>
